,timestamp,device,seqnumber,event,temperature1,temperature2,bmetemp,bmehum,bmepress,adc1,adc2,adc3,battery,devicetypeid,data,time,__dt,date
575,2022-07-13T23:08:07+01:00,1B29857,3987,3,26,25,24,43,989,26,1,1,24,5eb930dde833d96c2857f411,037e7d7c2b591a010118,1657746487,2022-07-13 00:00:00.000,2022-07-13 23:08:07+01:00
446,2022-07-13T23:23:30+01:00,1B29857,3988,3,26,25,24,44,990,14,1,1,24,5eb930dde833d96c2857f411,037e7d7c2c5a0e010118,1657747410,2022-07-13 00:00:00.000,2022-07-13 23:23:30+01:00
463,2022-07-13T23:38:52+01:00,1B29857,3989,3,25,24,24,47,989,18,1,1,24,5eb930dde833d96c2857f411,037d7c7c2f5912010118,1657748332,2022-07-13 00:00:00.000,2022-07-13 23:38:52+01:00
107,2022-07-13T23:54:15+01:00,1B29857,3990,3,25,23,23,49,989,24,1,1,24,5eb930dde833d96c2857f411,037d7b7b315918010118,1657749255,2022-07-13 00:00:00.000,2022-07-13 23:54:15+01:00
185,2022-07-14T00:09:38+01:00,1B29857,3991,3,24,23,23,51,990,10,1,1,24,5eb930dde833d96c2857f411,037c7b7b335a0a010118,1657750178,2022-07-13 00:00:00.000,2022-07-14 00:09:38+01:00
79,2022-07-14T00:25:00+01:00,1B29857,3992,3,23,23,22,52,989,1,1,1,24,5eb930dde833d96c2857f411,037b7b7a345901010118,1657751100,2022-07-13 00:00:00.000,2022-07-14 00:25:00+01:00
86,2022-07-14T00:40:24+01:00,1B29857,3993,3,23,22,21,55,989,1,1,1,24,5eb930dde833d96c2857f411,037b7a79375901010118,1657752024,2022-07-13 00:00:00.000,2022-07-14 00:40:24+01:00
439,2022-07-14T00:55:47+01:00,1B29857,3994,3,22,22,21,57,989,6,1,1,24,5eb930dde833d96c2857f411,037a7a79395906010118,1657752947,2022-07-13 00:00:00.000,2022-07-14 00:55:47+01:00
655,2022-07-14T01:11:09+01:00,1B29857,3995,3,21,21,20,60,989,6,1,1,24,5eb930dde833d96c2857f411,037979783c5906010118,1657753869,2022-07-13 00:00:00.000,2022-07-14 01:11:09+01:00
620,2022-07-14T01:26:31+01:00,1B29857,3996,3,20,20,20,61,989,6,1,1,24,5eb930dde833d96c2857f411,037878783d5906010118,1657754791,2022-07-13 00:00:00.000,2022-07-14 01:26:31+01:00
652,2022-07-14T01:41:54+01:00,1B29857,3997,3,20,20,19,63,989,6,1,1,24,5eb930dde833d96c2857f411,037878773f5906010118,1657755714,2022-07-13 00:00:00.000,2022-07-14 01:41:54+01:00
240,2022-07-14T01:57:17+01:00,1B29857,3998,3,19,19,19,65,989,6,1,1,24,5eb930dde833d96c2857f411,03777777415906010118,1657756637,2022-07-13 00:00:00.000,2022-07-14 01:57:17+01:00
417,2022-07-14T02:12:40+01:00,1B29857,3999,3,19,19,18,67,989,6,1,1,24,5eb930dde833d96c2857f411,03777776435906010118,1657757560,2022-07-14 00:00:00.000,2022-07-14 02:12:40+01:00
644,2022-07-14T02:28:02+01:00,1B29857,4000,3,18,19,18,69,989,5,1,1,24,5eb930dde833d96c2857f411,03767776455905010118,1657758482,2022-07-14 00:00:00.000,2022-07-14 02:28:02+01:00
10,2022-07-14T02:43:26+01:00,1B29857,4001,3,18,18,17,72,989,16,1,1,24,5eb930dde833d96c2857f411,03767675485910010118,1657759406,2022-07-14 00:00:00.000,2022-07-14 02:43:26+01:00
298,2022-07-14T02:58:49+01:00,1B29857,4002,3,17,18,17,73,989,16,1,1,24,5eb930dde833d96c2857f411,03757675495910010118,1657760329,2022-07-14 00:00:00.000,2022-07-14 02:58:49+01:00
129,2022-07-14T03:14:12+01:00,1B29857,4003,3,17,17,17,74,989,16,1,1,24,5eb930dde833d96c2857f411,037575754a5910010118,1657761252,2022-07-14 00:00:00.000,2022-07-14 03:14:12+01:00
63,2022-07-14T03:29:35+01:00,1B29857,4004,3,16,17,17,76,989,16,1,1,24,5eb930dde833d96c2857f411,037475754c5910010118,1657762175,2022-07-14 00:00:00.000,2022-07-14 03:29:35+01:00
295,2022-07-14T03:44:59+01:00,1B29857,4005,3,16,17,16,78,989,20,1,1,24,5eb930dde833d96c2857f411,037475744e5914010118,1657763099,2022-07-14 00:00:00.000,2022-07-14 03:44:59+01:00
563,2022-07-14T04:00:22+01:00,1B29857,4006,3,16,17,16,79,989,24,1,1,24,5eb930dde833d96c2857f411,037475744f5918010118,1657764022,2022-07-14 00:00:00.000,2022-07-14 04:00:22+01:00
577,2022-07-14T04:15:45+01:00,1B29857,4007,3,15,16,16,79,989,24,1,1,24,5eb930dde833d96c2857f411,037374744f5918010118,1657764945,2022-07-14 00:00:00.000,2022-07-14 04:15:45+01:00
302,2022-07-14T04:31:09+01:00,1B29857,4008,3,15,17,17,77,989,5,1,1,24,5eb930dde833d96c2857f411,037375754d5905010118,1657765869,2022-07-14 00:00:00.000,2022-07-14 04:31:09+01:00
371,2022-07-14T04:46:32+01:00,1B29857,4009,3,15,17,17,76,989,22,1,1,24,5eb930dde833d96c2857f411,037375754c5916010118,1657766792,2022-07-14 00:00:00.000,2022-07-14 04:46:32+01:00
288,2022-07-14T05:01:56+01:00,1B29857,4010,3,15,17,17,77,988,22,1,1,24,5eb930dde833d96c2857f411,037375754d5816010118,1657767716,2022-07-14 00:00:00.000,2022-07-14 05:01:56+01:00
341,2022-07-14T05:17:20+01:00,1B29857,4011,3,15,17,16,78,989,26,1,1,24,5eb930dde833d96c2857f411,037375744e591a010118,1657768640,2022-07-14 00:00:00.000,2022-07-14 05:17:20+01:00
358,2022-07-14T05:32:43+01:00,1B29857,4012,3,15,17,17,77,988,1,1,1,24,5eb930dde833d96c2857f411,037375754d5801010118,1657769563,2022-07-14 00:00:00.000,2022-07-14 05:32:43+01:00
103,2022-07-14T05:48:08+01:00,1B29857,4013,3,15,17,17,78,988,2,1,1,24,5eb930dde833d96c2857f411,037375754e5802010118,1657770488,2022-07-14 00:00:00.000,2022-07-14 05:48:08+01:00
657,2022-07-14T06:03:30+01:00,1B29857,4014,3,15,16,16,80,988,1,1,1,24,5eb930dde833d96c2857f411,03737474505801010118,1657771410,2022-07-14 00:00:00.000,2022-07-14 06:03:30+01:00
265,2022-07-14T06:18:54+01:00,1B29857,4015,3,15,17,16,80,988,18,1,1,24,5eb930dde833d96c2857f411,03737574505812010118,1657772334,2022-07-14 00:00:00.000,2022-07-14 06:18:54+01:00
162,2022-07-14T06:34:17+01:00,1B29857,4016,3,15,17,17,79,988,20,1,1,24,5eb930dde833d96c2857f411,037375754f5814010118,1657773257,2022-07-14 00:00:00.000,2022-07-14 06:34:17+01:00
53,2022-07-14T06:49:40+01:00,1B29857,4017,3,15,17,17,77,989,22,1,1,24,5eb930dde833d96c2857f411,037375754d5916010118,1657774180,2022-07-14 00:00:00.000,2022-07-14 06:49:40+01:00
594,2022-07-14T07:05:03+01:00,1B29857,4018,3,16,17,17,77,988,4,1,1,24,5eb930dde833d96c2857f411,037475754d5804010118,1657775103,2022-07-14 00:00:00.000,2022-07-14 07:05:03+01:00
482,2022-07-14T07:20:26+01:00,1B29857,4019,3,16,18,19,72,988,5,1,1,24,5eb930dde833d96c2857f411,03747677485805010118,1657776026,2022-07-14 00:00:00.000,2022-07-14 07:20:26+01:00
647,2022-07-14T07:35:50+01:00,1B29857,4020,3,17,19,20,67,988,13,1,1,24,5eb930dde833d96c2857f411,0375777843580d010118,1657776950,2022-07-14 00:00:00.000,2022-07-14 07:35:50+01:00
262,2022-07-14T07:51:14+01:00,1B29857,4021,3,18,19,19,69,989,12,1,1,24,5eb930dde833d96c2857f411,0376777745590c010118,1657777874,2022-07-14 00:00:00.000,2022-07-14 07:51:14+01:00
148,2022-07-14T08:06:38+01:00,1B29857,4022,3,18,20,20,66,989,6,1,1,24,5eb930dde833d96c2857f411,03767878425906010118,1657778798,2022-07-14 00:00:00.000,2022-07-14 08:06:38+01:00
205,2022-07-14T08:22:02+01:00,1B29857,4023,3,18,20,20,67,989,13,1,1,24,5eb930dde833d96c2857f411,0376787843590d010118,1657779722,2022-07-14 00:00:00.000,2022-07-14 08:22:02+01:00
210,2022-07-14T08:37:25+01:00,1B29857,4024,3,19,20,20,65,989,2,1,1,24,5eb930dde833d96c2857f411,03777878415902010118,1657780645,2022-07-14 00:00:00.000,2022-07-14 08:37:25+01:00
630,2022-07-14T08:52:49+01:00,1B29857,4025,3,19,21,21,62,989,23,1,1,24,5eb930dde833d96c2857f411,037779793e5917010118,1657781569,2022-07-14 00:00:00.000,2022-07-14 08:52:49+01:00
110,2022-07-14T09:08:13+01:00,1B29857,4026,3,20,21,21,59,988,1,1,1,24,5eb930dde833d96c2857f411,037879793b5801010118,1657782493,2022-07-14 00:00:00.000,2022-07-14 09:08:13+01:00
99,2022-07-14T09:23:37+01:00,1B29857,4027,3,21,22,22,57,988,3,1,1,24,5eb930dde833d96c2857f411,03797a7a395803010118,1657783417,2022-07-14 00:00:00.000,2022-07-14 09:23:37+01:00
259,2022-07-14T09:39:00+01:00,1B29857,4028,3,21,22,23,55,989,6,1,1,24,5eb930dde833d96c2857f411,03797a7b375906010118,1657784340,2022-07-14 00:00:00.000,2022-07-14 09:39:00+01:00
306,2022-07-14T09:54:23+01:00,1B29857,4029,3,22,23,23,53,988,8,1,1,24,5eb930dde833d96c2857f411,037a7b7b355808010118,1657785263,2022-07-14 00:00:00.000,2022-07-14 09:54:23+01:00
507,2022-07-14T10:09:47+01:00,1B29857,4030,3,24,24,24,51,988,2,1,1,24,5eb930dde833d96c2857f411,037c7c7c335802010118,1657786187,2022-07-14 00:00:00.000,2022-07-14 10:09:47+01:00
584,2022-07-14T10:25:11+01:00,1B29857,4031,3,24,23,23,54,988,2,1,1,24,5eb930dde833d96c2857f411,037c7b7b365802010118,1657787111,2022-07-14 00:00:00.000,2022-07-14 10:25:11+01:00
81,2022-07-14T10:40:35+01:00,1B29857,4032,3,24,23,23,53,988,8,1,1,24,5eb930dde833d96c2857f411,037c7b7b355808010118,1657788035,2022-07-14 00:00:00.000,2022-07-14 10:40:35+01:00
269,2022-07-14T10:55:57+01:00,1B29857,4033,3,24,24,24,49,988,5,1,1,24,5eb930dde833d96c2857f411,037c7c7c315805010118,1657788957,2022-07-14 00:00:00.000,2022-07-14 10:55:57+01:00
57,2022-07-14T11:11:20+01:00,1B29857,4034,3,24,24,24,52,988,2,1,1,24,5eb930dde833d96c2857f411,037c7c7c345802010118,1657789880,2022-07-14 00:00:00.000,2022-07-14 11:11:20+01:00
372,2022-07-14T11:26:45+01:00,1B29857,4035,3,24,24,24,50,988,10,1,1,24,5eb930dde833d96c2857f411,037c7c7c32580a010118,1657790805,2022-07-14 00:00:00.000,2022-07-14 11:26:45+01:00
254,2022-07-14T11:42:07+01:00,1B29857,4036,3,25,25,25,48,988,30,1,1,24,5eb930dde833d96c2857f411,037d7d7d30581e010118,1657791727,2022-07-14 00:00:00.000,2022-07-14 11:42:07+01:00
152,2022-07-14T11:57:32+01:00,1B29857,4037,3,26,26,26,45,988,5,1,1,24,5eb930dde833d96c2857f411,037e7e7e2d5805010118,1657792652,2022-07-14 00:00:00.000,2022-07-14 11:57:32+01:00
522,2022-07-14T12:12:56+01:00,1B29857,4038,3,26,25,25,47,988,5,1,1,24,5eb930dde833d96c2857f411,037e7d7d2f5805010118,1657793576,2022-07-14 00:00:00.000,2022-07-14 12:12:56+01:00
84,2022-07-14T12:28:20+01:00,1B29857,4039,3,27,26,26,43,987,5,1,1,24,5eb930dde833d96c2857f411,037f7e7e2b5705010118,1657794500,2022-07-14 00:00:00.000,2022-07-14 12:28:20+01:00
479,2022-07-14T12:43:43+01:00,1B29857,4040,3,27,25,26,45,987,9,1,1,24,5eb930dde833d96c2857f411,037f7d7e2d5709010118,1657795423,2022-07-14 00:00:00.000,2022-07-14 12:43:43+01:00
366,2022-07-14T12:59:06+01:00,1B29857,4041,3,27,25,26,45,988,27,1,1,24,5eb930dde833d96c2857f411,037f7d7e2d581b010118,1657796346,2022-07-14 00:00:00.000,2022-07-14 12:59:06+01:00
14,2022-07-14T13:14:29+01:00,1B29857,4042,3,28,27,28,40,988,22,1,1,24,5eb930dde833d96c2857f411,03807f80285816010118,1657797269,2022-07-14 00:00:00.000,2022-07-14 13:14:29+01:00
12,2022-07-14T13:29:52+01:00,1B29857,4043,3,29,27,28,40,987,10,1,1,24,5eb930dde833d96c2857f411,03817f8028570a010118,1657798192,2022-07-14 00:00:00.000,2022-07-14 13:29:52+01:00
267,2022-07-14T13:45:16+01:00,1B29857,4044,3,30,28,29,38,987,19,1,1,24,5eb930dde833d96c2857f411,03828081265713010118,1657799116,2022-07-14 00:00:00.000,2022-07-14 13:45:16+01:00
149,2022-07-14T14:00:41+01:00,1B29857,4045,3,38,31,38,23,987,16,1,1,24,5eb930dde833d96c2857f411,038a838a175710010118,1657800041,2022-07-14 00:00:00.000,2022-07-14 14:00:41+01:00
648,2022-07-14T14:16:08+01:00,1B29857,4046,3,44,33,37,22,987,6,1,1,24,5eb930dde833d96c2857f411,03908589165706010118,1657800968,2022-07-14 00:00:00.000,2022-07-14 14:16:08+01:00
137,2022-07-14T14:31:31+01:00,1B29857,4047,3,42,30,32,29,987,9,1,1,24,5eb930dde833d96c2857f411,038e82841d5709010118,1657801891,2022-07-14 00:00:00.000,2022-07-14 14:31:31+01:00
96,2022-07-14T14:46:55+01:00,1B29857,4048,3,43,33,37,22,987,18,1,1,24,5eb930dde833d96c2857f411,038f8589165712010118,1657802815,2022-07-14 00:00:00.000,2022-07-14 14:46:55+01:00
539,2022-07-14T15:02:18+01:00,1B29857,4049,3,43,30,32,29,987,10,1,1,24,5eb930dde833d96c2857f411,038f82841d570a010118,1657803738,2022-07-14 00:00:00.000,2022-07-14 15:02:18+01:00
315,2022-07-14T15:17:41+01:00,1B29857,4050,3,41,29,30,30,987,14,1,1,24,5eb930dde833d96c2857f411,038d81821e570e010118,1657804661,2022-07-14 00:00:00.000,2022-07-14 15:17:41+01:00
325,2022-07-14T15:33:04+01:00,1B29857,4051,3,39,30,32,24,987,5,1,1,24,5eb930dde833d96c2857f411,038b8284185705010118,1657805584,2022-07-14 00:00:00.000,2022-07-14 15:33:04+01:00
489,2022-07-14T15:48:28+01:00,1B29857,4052,3,38,28,29,27,987,7,1,1,24,5eb930dde833d96c2857f411,038a80811b5707010118,1657806508,2022-07-14 00:00:00.000,2022-07-14 15:48:28+01:00
393,2022-07-14T16:03:50+01:00,1B29857,4053,3,37,29,30,28,987,5,1,1,24,5eb930dde833d96c2857f411,038981821c5705010118,1657807430,2022-07-14 00:00:00.000,2022-07-14 16:03:50+01:00
561,2022-07-14T16:19:14+01:00,1B29857,4054,3,38,30,32,24,987,15,1,1,24,5eb930dde833d96c2857f411,038a828418570f010118,1657808354,2022-07-14 00:00:00.000,2022-07-14 16:19:14+01:00
113,2022-07-14T16:34:38+01:00,1B29857,4055,3,39,31,34,21,987,4,1,1,24,5eb930dde833d96c2857f411,038b8386155704010118,1657809278,2022-07-14 00:00:00.000,2022-07-14 16:34:38+01:00
544,2022-07-14T16:50:02+01:00,1B29857,4056,3,39,28,29,29,987,5,1,1,24,5eb930dde833d96c2857f411,038b80811d5705010118,1657810202,2022-07-14 00:00:00.000,2022-07-14 16:50:02+01:00
139,2022-07-14T17:05:24+01:00,1B29857,4057,3,37,28,30,27,987,7,1,1,24,5eb930dde833d96c2857f411,038980821b5707010118,1657811124,2022-07-14 00:00:00.000,2022-07-14 17:05:24+01:00
552,2022-07-14T17:20:47+01:00,1B29857,4058,3,36,29,32,24,987,26,1,1,24,5eb930dde833d96c2857f411,0388818418571a010118,1657812047,2022-07-14 00:00:00.000,2022-07-14 17:20:47+01:00
380,2022-07-14T17:36:11+01:00,1B29857,4059,3,37,30,34,20,987,26,1,1,24,5eb930dde833d96c2857f411,0389828614571a010118,1657812971,2022-07-14 00:00:00.000,2022-07-14 17:36:11+01:00
228,2022-07-14T17:51:35+01:00,1B29857,4060,3,37,30,34,20,987,19,1,1,24,5eb930dde833d96c2857f411,03898286145713010118,1657813895,2022-07-14 00:00:00.000,2022-07-14 17:51:35+01:00
291,2022-07-14T18:06:59+01:00,1B29857,4061,3,37,30,34,19,987,5,1,1,24,5eb930dde833d96c2857f411,03898286135705010118,1657814819,2022-07-14 00:00:00.000,2022-07-14 18:06:59+01:00
54,2022-07-14T18:22:20+01:00,1B29857,4062,3,37,29,33,21,987,10,1,1,24,5eb930dde833d96c2857f411,0389818515570a010118,1657815740,2022-07-14 00:00:00.000,2022-07-14 18:22:20+01:00
623,2022-07-14T18:37:44+01:00,1B29857,4063,3,36,29,32,21,987,7,1,1,24,5eb930dde833d96c2857f411,03888184155707010118,1657816664,2022-07-14 00:00:00.000,2022-07-14 18:37:44+01:00
608,2022-07-14T18:53:07+01:00,1B29857,4064,3,35,28,32,22,987,11,1,1,24,5eb930dde833d96c2857f411,0387808416570b010118,1657817587,2022-07-14 00:00:00.000,2022-07-14 18:53:07+01:00
146,2022-07-14T19:08:30+01:00,1B29857,4065,3,33,28,31,23,987,4,1,1,24,5eb930dde833d96c2857f411,03858083175704010118,1657818510,2022-07-14 00:00:00.000,2022-07-14 19:08:30+01:00
279,2022-07-14T19:23:52+01:00,1B29857,4066,3,32,28,30,24,987,15,1,1,24,5eb930dde833d96c2857f411,0384808218570f010118,1657819432,2022-07-14 00:00:00.000,2022-07-14 19:23:52+01:00
134,2022-07-14T19:39:15+01:00,1B29857,4067,3,30,27,30,25,988,7,1,1,24,5eb930dde833d96c2857f411,03827f82195807010118,1657820355,2022-07-14 00:00:00.000,2022-07-14 19:39:15+01:00
626,2022-07-14T19:54:38+01:00,1B29857,4068,3,29,27,30,25,988,17,1,1,24,5eb930dde833d96c2857f411,03817f82195811010118,1657821278,2022-07-14 00:00:00.000,2022-07-14 19:54:38+01:00
318,2022-07-14T20:10:01+01:00,1B29857,4069,3,28,26,28,28,988,4,1,1,24,5eb930dde833d96c2857f411,03807e801c5804010118,1657822201,2022-07-14 00:00:00.000,2022-07-14 20:10:01+01:00
138,2022-07-14T20:25:23+01:00,1B29857,4070,3,28,25,27,30,988,8,1,1,24,5eb930dde833d96c2857f411,03807d7f1e5808010118,1657823123,2022-07-14 00:00:00.000,2022-07-14 20:25:23+01:00
49,2022-07-14T20:40:46+01:00,1B29857,4071,3,26,25,25,33,988,15,1,1,24,5eb930dde833d96c2857f411,037e7d7d21580f010118,1657824046,2022-07-14 00:00:00.000,2022-07-14 20:40:46+01:00
145,2022-07-14T20:56:07+01:00,1B29857,4072,3,25,24,25,35,989,9,1,1,24,5eb930dde833d96c2857f411,037d7c7d235909010118,1657824967,2022-07-14 00:00:00.000,2022-07-14 20:56:07+01:00
121,2022-07-14T21:11:30+01:00,1B29857,4073,3,24,23,23,38,989,6,1,1,24,5eb930dde833d96c2857f411,037c7b7b265906010118,1657825890,2022-07-14 00:00:00.000,2022-07-14 21:11:30+01:00
248,2022-07-14T21:26:52+01:00,1B29857,4074,3,23,22,21,42,989,21,1,1,24,5eb930dde833d96c2857f411,037b7a792a5915010118,1657826812,2022-07-14 00:00:00.000,2022-07-14 21:26:52+01:00
588,2022-07-14T21:42:15+01:00,1B29857,4075,3,22,21,21,43,989,16,1,1,24,5eb930dde833d96c2857f411,037a79792b5910010118,1657827735,2022-07-14 00:00:00.000,2022-07-14 21:42:15+01:00
202,2022-07-14T21:57:38+01:00,1B29857,4076,3,21,21,20,44,989,5,1,1,24,5eb930dde833d96c2857f411,037979782c5905010118,1657828658,2022-07-14 00:00:00.000,2022-07-14 21:57:38+01:00
