,timestamp,device,seqnumber,event,temperature1,temperature2,bmetemp,bmehum,bmepress,adc1,adc2,adc3,battery,devicetypeid,data,time,__dt,date
28,2022-07-13T16:12:51+01:00,1B29857,3960,3,51,38,41,12,990,14,1,1,24,5eb930dde833d96c2857f411,03978a8d0c5a0e010118,1657721571,2022-07-13 00:00:00.000,2022-07-13 16:12:51+01:00
85,2022-07-13T16:28:14+01:00,1B29857,3961,3,51,37,40,13,990,18,1,1,24,5eb930dde833d96c2857f411,0397898c0d5a12010118,1657722494,2022-07-13 00:00:00.000,2022-07-13 16:28:14+01:00
161,2022-07-13T16:43:38+01:00,1B29857,3962,3,50,36,40,13,990,4,1,1,24,5eb930dde833d96c2857f411,0396888c0d5a04010118,1657723418,2022-07-13 00:00:00.000,2022-07-13 16:43:38+01:00
94,2022-07-13T16:59:02+01:00,1B29857,3963,3,50,36,39,13,990,18,1,1,24,5eb930dde833d96c2857f411,0396888b0d5a12010118,1657724342,2022-07-13 00:00:00.000,2022-07-13 16:59:02+01:00
104,2022-07-13T17:14:25+01:00,1B29857,3964,3,49,36,38,14,989,19,1,1,24,5eb930dde833d96c2857f411,0395888a0e5913010118,1657725265,2022-07-13 00:00:00.000,2022-07-13 17:14:25+01:00
96,2022-07-13T17:29:48+01:00,1B29857,3965,3,48,36,39,14,989,15,1,1,24,5eb930dde833d96c2857f411,0394888b0e590f010118,1657726188,2022-07-13 00:00:00.000,2022-07-13 17:29:48+01:00
53,2022-07-13T17:45:12+01:00,1B29857,3966,3,47,35,39,14,989,15,1,1,24,5eb930dde833d96c2857f411,0393878b0e590f010118,1657727112,2022-07-13 00:00:00.000,2022-07-13 17:45:12+01:00
137,2022-07-13T18:00:34+01:00,1B29857,3967,3,46,36,40,13,989,8,1,1,24,5eb930dde833d96c2857f411,0392888c0d5908010118,1657728034,2022-07-13 00:00:00.000,2022-07-13 18:00:34+01:00
106,2022-07-13T18:15:58+01:00,1B29857,3968,3,45,36,39,13,989,14,1,1,24,5eb930dde833d96c2857f411,0391888b0d590e010118,1657728958,2022-07-13 00:00:00.000,2022-07-13 18:15:58+01:00
140,2022-07-13T18:31:20+01:00,1B29857,3969,3,44,34,37,15,989,15,1,1,24,5eb930dde833d96c2857f411,039086890f590f010118,1657729880,2022-07-13 00:00:00.000,2022-07-13 18:31:20+01:00
46,2022-07-13T18:46:42+01:00,1B29857,3970,3,42,34,37,15,989,22,1,1,24,5eb930dde833d96c2857f411,038e86890f5916010118,1657730802,2022-07-13 00:00:00.000,2022-07-13 18:46:42+01:00
1,2022-07-13T19:02:05+01:00,1B29857,3971,3,40,34,37,15,989,18,1,1,24,5eb930dde833d96c2857f411,038c86890f5912010118,1657731725,2022-07-13 00:00:00.000,2022-07-13 19:02:05+01:00
124,2022-07-13T19:17:27+01:00,1B29857,3972,3,39,35,38,14,989,10,1,1,24,5eb930dde833d96c2857f411,038b878a0e590a010118,1657732647,2022-07-13 00:00:00.000,2022-07-13 19:17:27+01:00
171,2022-07-13T19:32:50+01:00,1B29857,3973,3,38,36,38,14,989,27,1,1,24,5eb930dde833d96c2857f411,038a888a0e591b010118,1657733570,2022-07-13 00:00:00.000,2022-07-13 19:32:50+01:00
23,2022-07-13T19:48:12+01:00,1B29857,3974,3,37,32,32,21,989,16,1,1,24,5eb930dde833d96c2857f411,03898484155910010118,1657734492,2022-07-13 00:00:00.000,2022-07-13 19:48:12+01:00
119,2022-07-13T20:03:34+01:00,1B29857,3975,3,36,31,31,23,989,20,1,1,24,5eb930dde833d96c2857f411,03888383175914010118,1657735414,2022-07-13 00:00:00.000,2022-07-13 20:03:34+01:00
38,2022-07-13T20:18:57+01:00,1B29857,3976,3,34,31,30,24,989,18,1,1,24,5eb930dde833d96c2857f411,03868382185912010118,1657736337,2022-07-13 00:00:00.000,2022-07-13 20:18:57+01:00
144,2022-07-13T20:34:20+01:00,1B29857,3977,3,34,34,35,19,989,14,1,1,24,5eb930dde833d96c2857f411,0386868713590e010118,1657737260,2022-07-13 00:00:00.000,2022-07-13 20:34:20+01:00
33,2022-07-13T20:49:44+01:00,1B29857,3978,3,34,33,33,22,989,14,1,1,24,5eb930dde833d96c2857f411,0386858516590e010118,1657738184,2022-07-13 00:00:00.000,2022-07-13 20:49:44+01:00
56,2022-07-13T21:05:06+01:00,1B29857,3979,3,33,32,33,25,988,30,1,1,24,5eb930dde833d96c2857f411,0385848519581e010118,1657739106,2022-07-13 00:00:00.000,2022-07-13 21:05:06+01:00
76,2022-07-13T21:20:29+01:00,1B29857,3980,3,32,29,29,33,989,28,1,1,24,5eb930dde833d96c2857f411,0384818121591c010118,1657740029,2022-07-13 00:00:00.000,2022-07-13 21:20:29+01:00
91,2022-07-13T21:35:51+01:00,1B29857,3981,3,31,28,27,36,989,6,1,1,24,5eb930dde833d96c2857f411,0383807f245906010118,1657740951,2022-07-13 00:00:00.000,2022-07-13 21:35:51+01:00
55,2022-07-13T21:51:14+01:00,1B29857,3982,3,30,26,26,39,989,22,1,1,24,5eb930dde833d96c2857f411,03827e7e275916010118,1657741874,2022-07-13 00:00:00.000,2022-07-13 21:51:14+01:00
6,2022-07-13T22:06:35+01:00,1B29857,3983,3,29,25,25,38,989,9,1,1,24,5eb930dde833d96c2857f411,03817d7d265909010118,1657742795,2022-07-13 00:00:00.000,2022-07-13 22:06:35+01:00
172,2022-07-13T22:21:58+01:00,1B29857,3984,3,28,26,26,38,989,1,1,1,24,5eb930dde833d96c2857f411,03807e7e265901010118,1657743718,2022-07-13 00:00:00.000,2022-07-13 22:21:58+01:00
83,2022-07-13T22:37:21+01:00,1B29857,3985,3,27,26,26,38,989,25,1,1,24,5eb930dde833d96c2857f411,037f7e7e265919010118,1657744641,2022-07-13 00:00:00.000,2022-07-13 22:37:21+01:00
63,2022-07-13T22:52:44+01:00,1B29857,3986,3,27,25,25,41,989,14,1,1,24,5eb930dde833d96c2857f411,037f7d7d29590e010118,1657745564,2022-07-13 00:00:00.000,2022-07-13 22:52:44+01:00
92,2022-07-13T23:08:07+01:00,1B29857,3987,3,26,25,24,43,989,26,1,1,24,5eb930dde833d96c2857f411,037e7d7c2b591a010118,1657746487,2022-07-13 00:00:00.000,2022-07-13 23:08:07+01:00
93,2022-07-13T23:23:30+01:00,1B29857,3988,3,26,25,24,44,990,14,1,1,24,5eb930dde833d96c2857f411,037e7d7c2c5a0e010118,1657747410,2022-07-13 00:00:00.000,2022-07-13 23:23:30+01:00
115,2022-07-13T23:38:52+01:00,1B29857,3989,3,25,24,24,47,989,18,1,1,24,5eb930dde833d96c2857f411,037d7c7c2f5912010118,1657748332,2022-07-13 00:00:00.000,2022-07-13 23:38:52+01:00
120,2022-07-13T23:54:15+01:00,1B29857,3990,3,25,23,23,49,989,24,1,1,24,5eb930dde833d96c2857f411,037d7b7b315918010118,1657749255,2022-07-13 00:00:00.000,2022-07-13 23:54:15+01:00
26,2022-07-14T00:09:38+01:00,1B29857,3991,3,24,23,23,51,990,10,1,1,24,5eb930dde833d96c2857f411,037c7b7b335a0a010118,1657750178,2022-07-13 00:00:00.000,2022-07-14 00:09:38+01:00
187,2022-07-14T00:25:00+01:00,1B29857,3992,3,23,23,22,52,989,1,1,1,24,5eb930dde833d96c2857f411,037b7b7a345901010118,1657751100,2022-07-13 00:00:00.000,2022-07-14 00:25:00+01:00
129,2022-07-14T00:40:24+01:00,1B29857,3993,3,23,22,21,55,989,1,1,1,24,5eb930dde833d96c2857f411,037b7a79375901010118,1657752024,2022-07-13 00:00:00.000,2022-07-14 00:40:24+01:00
51,2022-07-14T00:55:47+01:00,1B29857,3994,3,22,22,21,57,989,6,1,1,24,5eb930dde833d96c2857f411,037a7a79395906010118,1657752947,2022-07-13 00:00:00.000,2022-07-14 00:55:47+01:00
60,2022-07-14T01:11:09+01:00,1B29857,3995,3,21,21,20,60,989,6,1,1,24,5eb930dde833d96c2857f411,037979783c5906010118,1657753869,2022-07-13 00:00:00.000,2022-07-14 01:11:09+01:00
97,2022-07-14T01:26:31+01:00,1B29857,3996,3,20,20,20,61,989,6,1,1,24,5eb930dde833d96c2857f411,037878783d5906010118,1657754791,2022-07-13 00:00:00.000,2022-07-14 01:26:31+01:00
170,2022-07-14T01:41:54+01:00,1B29857,3997,3,20,20,19,63,989,6,1,1,24,5eb930dde833d96c2857f411,037878773f5906010118,1657755714,2022-07-13 00:00:00.000,2022-07-14 01:41:54+01:00
132,2022-07-14T01:57:17+01:00,1B29857,3998,3,19,19,19,65,989,6,1,1,24,5eb930dde833d96c2857f411,03777777415906010118,1657756637,2022-07-13 00:00:00.000,2022-07-14 01:57:17+01:00
162,2022-07-14T02:12:40+01:00,1B29857,3999,3,19,19,18,67,989,6,1,1,24,5eb930dde833d96c2857f411,03777776435906010118,1657757560,2022-07-14 00:00:00.000,2022-07-14 02:12:40+01:00
64,2022-07-14T02:28:02+01:00,1B29857,4000,3,18,19,18,69,989,5,1,1,24,5eb930dde833d96c2857f411,03767776455905010118,1657758482,2022-07-14 00:00:00.000,2022-07-14 02:28:02+01:00
58,2022-07-14T02:43:26+01:00,1B29857,4001,3,18,18,17,72,989,16,1,1,24,5eb930dde833d96c2857f411,03767675485910010118,1657759406,2022-07-14 00:00:00.000,2022-07-14 02:43:26+01:00
123,2022-07-14T02:58:49+01:00,1B29857,4002,3,17,18,17,73,989,16,1,1,24,5eb930dde833d96c2857f411,03757675495910010118,1657760329,2022-07-14 00:00:00.000,2022-07-14 02:58:49+01:00
40,2022-07-14T03:14:12+01:00,1B29857,4003,3,17,17,17,74,989,16,1,1,24,5eb930dde833d96c2857f411,037575754a5910010118,1657761252,2022-07-14 00:00:00.000,2022-07-14 03:14:12+01:00
182,2022-07-14T03:29:35+01:00,1B29857,4004,3,16,17,17,76,989,16,1,1,24,5eb930dde833d96c2857f411,037475754c5910010118,1657762175,2022-07-14 00:00:00.000,2022-07-14 03:29:35+01:00
117,2022-07-14T03:44:59+01:00,1B29857,4005,3,16,17,16,78,989,20,1,1,24,5eb930dde833d96c2857f411,037475744e5914010118,1657763099,2022-07-14 00:00:00.000,2022-07-14 03:44:59+01:00
13,2022-07-14T04:00:22+01:00,1B29857,4006,3,16,17,16,79,989,24,1,1,24,5eb930dde833d96c2857f411,037475744f5918010118,1657764022,2022-07-14 00:00:00.000,2022-07-14 04:00:22+01:00
77,2022-07-14T04:15:45+01:00,1B29857,4007,3,15,16,16,79,989,24,1,1,24,5eb930dde833d96c2857f411,037374744f5918010118,1657764945,2022-07-14 00:00:00.000,2022-07-14 04:15:45+01:00
57,2022-07-14T04:31:09+01:00,1B29857,4008,3,15,17,17,77,989,5,1,1,24,5eb930dde833d96c2857f411,037375754d5905010118,1657765869,2022-07-14 00:00:00.000,2022-07-14 04:31:09+01:00
61,2022-07-14T04:46:32+01:00,1B29857,4009,3,15,17,17,76,989,22,1,1,24,5eb930dde833d96c2857f411,037375754c5916010118,1657766792,2022-07-14 00:00:00.000,2022-07-14 04:46:32+01:00
176,2022-07-14T05:01:56+01:00,1B29857,4010,3,15,17,17,77,988,22,1,1,24,5eb930dde833d96c2857f411,037375754d5816010118,1657767716,2022-07-14 00:00:00.000,2022-07-14 05:01:56+01:00
102,2022-07-14T05:17:20+01:00,1B29857,4011,3,15,17,16,78,989,26,1,1,24,5eb930dde833d96c2857f411,037375744e591a010118,1657768640,2022-07-14 00:00:00.000,2022-07-14 05:17:20+01:00
178,2022-07-14T05:32:43+01:00,1B29857,4012,3,15,17,17,77,988,1,1,1,24,5eb930dde833d96c2857f411,037375754d5801010118,1657769563,2022-07-14 00:00:00.000,2022-07-14 05:32:43+01:00
148,2022-07-14T05:48:08+01:00,1B29857,4013,3,15,17,17,78,988,2,1,1,24,5eb930dde833d96c2857f411,037375754e5802010118,1657770488,2022-07-14 00:00:00.000,2022-07-14 05:48:08+01:00
157,2022-07-14T06:03:30+01:00,1B29857,4014,3,15,16,16,80,988,1,1,1,24,5eb930dde833d96c2857f411,03737474505801010118,1657771410,2022-07-14 00:00:00.000,2022-07-14 06:03:30+01:00
101,2022-07-14T06:18:54+01:00,1B29857,4015,3,15,17,16,80,988,18,1,1,24,5eb930dde833d96c2857f411,03737574505812010118,1657772334,2022-07-14 00:00:00.000,2022-07-14 06:18:54+01:00
22,2022-07-14T06:34:17+01:00,1B29857,4016,3,15,17,17,79,988,20,1,1,24,5eb930dde833d96c2857f411,037375754f5814010118,1657773257,2022-07-14 00:00:00.000,2022-07-14 06:34:17+01:00
185,2022-07-14T06:49:40+01:00,1B29857,4017,3,15,17,17,77,989,22,1,1,24,5eb930dde833d96c2857f411,037375754d5916010118,1657774180,2022-07-14 00:00:00.000,2022-07-14 06:49:40+01:00
155,2022-07-14T07:05:03+01:00,1B29857,4018,3,16,17,17,77,988,4,1,1,24,5eb930dde833d96c2857f411,037475754d5804010118,1657775103,2022-07-14 00:00:00.000,2022-07-14 07:05:03+01:00
122,2022-07-14T07:20:26+01:00,1B29857,4019,3,16,18,19,72,988,5,1,1,24,5eb930dde833d96c2857f411,03747677485805010118,1657776026,2022-07-14 00:00:00.000,2022-07-14 07:20:26+01:00
143,2022-07-14T07:35:50+01:00,1B29857,4020,3,17,19,20,67,988,13,1,1,24,5eb930dde833d96c2857f411,0375777843580d010118,1657776950,2022-07-14 00:00:00.000,2022-07-14 07:35:50+01:00
153,2022-07-14T07:51:14+01:00,1B29857,4021,3,18,19,19,69,989,12,1,1,24,5eb930dde833d96c2857f411,0376777745590c010118,1657777874,2022-07-14 00:00:00.000,2022-07-14 07:51:14+01:00
174,2022-07-14T08:06:38+01:00,1B29857,4022,3,18,20,20,66,989,6,1,1,24,5eb930dde833d96c2857f411,03767878425906010118,1657778798,2022-07-14 00:00:00.000,2022-07-14 08:06:38+01:00
128,2022-07-14T08:22:02+01:00,1B29857,4023,3,18,20,20,67,989,13,1,1,24,5eb930dde833d96c2857f411,0376787843590d010118,1657779722,2022-07-14 00:00:00.000,2022-07-14 08:22:02+01:00
126,2022-07-14T08:37:25+01:00,1B29857,4024,3,19,20,20,65,989,2,1,1,24,5eb930dde833d96c2857f411,03777878415902010118,1657780645,2022-07-14 00:00:00.000,2022-07-14 08:37:25+01:00
151,2022-07-14T08:52:49+01:00,1B29857,4025,3,19,21,21,62,989,23,1,1,24,5eb930dde833d96c2857f411,037779793e5917010118,1657781569,2022-07-14 00:00:00.000,2022-07-14 08:52:49+01:00
47,2022-07-14T09:08:13+01:00,1B29857,4026,3,20,21,21,59,988,1,1,1,24,5eb930dde833d96c2857f411,037879793b5801010118,1657782493,2022-07-14 00:00:00.000,2022-07-14 09:08:13+01:00
135,2022-07-14T09:23:37+01:00,1B29857,4027,3,21,22,22,57,988,3,1,1,24,5eb930dde833d96c2857f411,03797a7a395803010118,1657783417,2022-07-14 00:00:00.000,2022-07-14 09:23:37+01:00
125,2022-07-14T09:39:00+01:00,1B29857,4028,3,21,22,23,55,989,6,1,1,24,5eb930dde833d96c2857f411,03797a7b375906010118,1657784340,2022-07-14 00:00:00.000,2022-07-14 09:39:00+01:00
133,2022-07-14T09:54:23+01:00,1B29857,4029,3,22,23,23,53,988,8,1,1,24,5eb930dde833d96c2857f411,037a7b7b355808010118,1657785263,2022-07-14 00:00:00.000,2022-07-14 09:54:23+01:00
71,2022-07-14T10:09:47+01:00,1B29857,4030,3,24,24,24,51,988,2,1,1,24,5eb930dde833d96c2857f411,037c7c7c335802010118,1657786187,2022-07-14 00:00:00.000,2022-07-14 10:09:47+01:00
100,2022-07-14T10:25:11+01:00,1B29857,4031,3,24,23,23,54,988,2,1,1,24,5eb930dde833d96c2857f411,037c7b7b365802010118,1657787111,2022-07-14 00:00:00.000,2022-07-14 10:25:11+01:00
66,2022-07-14T10:40:35+01:00,1B29857,4032,3,24,23,23,53,988,8,1,1,24,5eb930dde833d96c2857f411,037c7b7b355808010118,1657788035,2022-07-14 00:00:00.000,2022-07-14 10:40:35+01:00
164,2022-07-14T10:55:57+01:00,1B29857,4033,3,24,24,24,49,988,5,1,1,24,5eb930dde833d96c2857f411,037c7c7c315805010118,1657788957,2022-07-14 00:00:00.000,2022-07-14 10:55:57+01:00
89,2022-07-14T11:11:20+01:00,1B29857,4034,3,24,24,24,52,988,2,1,1,24,5eb930dde833d96c2857f411,037c7c7c345802010118,1657789880,2022-07-14 00:00:00.000,2022-07-14 11:11:20+01:00
67,2022-07-14T11:26:45+01:00,1B29857,4035,3,24,24,24,50,988,10,1,1,24,5eb930dde833d96c2857f411,037c7c7c32580a010118,1657790805,2022-07-14 00:00:00.000,2022-07-14 11:26:45+01:00
188,2022-07-14T11:42:07+01:00,1B29857,4036,3,25,25,25,48,988,30,1,1,24,5eb930dde833d96c2857f411,037d7d7d30581e010118,1657791727,2022-07-14 00:00:00.000,2022-07-14 11:42:07+01:00
25,2022-07-14T11:57:32+01:00,1B29857,4037,3,26,26,26,45,988,5,1,1,24,5eb930dde833d96c2857f411,037e7e7e2d5805010118,1657792652,2022-07-14 00:00:00.000,2022-07-14 11:57:32+01:00
59,2022-07-14T12:12:56+01:00,1B29857,4038,3,26,25,25,47,988,5,1,1,24,5eb930dde833d96c2857f411,037e7d7d2f5805010118,1657793576,2022-07-14 00:00:00.000,2022-07-14 12:12:56+01:00
159,2022-07-14T12:28:20+01:00,1B29857,4039,3,27,26,26,43,987,5,1,1,24,5eb930dde833d96c2857f411,037f7e7e2b5705010118,1657794500,2022-07-14 00:00:00.000,2022-07-14 12:28:20+01:00
41,2022-07-14T12:43:43+01:00,1B29857,4040,3,27,25,26,45,987,9,1,1,24,5eb930dde833d96c2857f411,037f7d7e2d5709010118,1657795423,2022-07-14 00:00:00.000,2022-07-14 12:43:43+01:00
88,2022-07-14T12:59:06+01:00,1B29857,4041,3,27,25,26,45,988,27,1,1,24,5eb930dde833d96c2857f411,037f7d7e2d581b010118,1657796346,2022-07-14 00:00:00.000,2022-07-14 12:59:06+01:00
136,2022-07-14T13:14:29+01:00,1B29857,4042,3,28,27,28,40,988,22,1,1,24,5eb930dde833d96c2857f411,03807f80285816010118,1657797269,2022-07-14 00:00:00.000,2022-07-14 13:14:29+01:00
90,2022-07-14T13:29:52+01:00,1B29857,4043,3,29,27,28,40,987,10,1,1,24,5eb930dde833d96c2857f411,03817f8028570a010118,1657798192,2022-07-14 00:00:00.000,2022-07-14 13:29:52+01:00
10,2022-07-14T13:45:16+01:00,1B29857,4044,3,30,28,29,38,987,19,1,1,24,5eb930dde833d96c2857f411,03828081265713010118,1657799116,2022-07-14 00:00:00.000,2022-07-14 13:45:16+01:00
114,2022-07-14T14:00:41+01:00,1B29857,4045,3,38,31,38,23,987,16,1,1,24,5eb930dde833d96c2857f411,038a838a175710010118,1657800041,2022-07-14 00:00:00.000,2022-07-14 14:00:41+01:00
2,2022-07-14T14:16:08+01:00,1B29857,4046,3,44,33,37,22,987,6,1,1,24,5eb930dde833d96c2857f411,03908589165706010118,1657800968,2022-07-14 00:00:00.000,2022-07-14 14:16:08+01:00
32,2022-07-14T14:31:31+01:00,1B29857,4047,3,42,30,32,29,987,9,1,1,24,5eb930dde833d96c2857f411,038e82841d5709010118,1657801891,2022-07-14 00:00:00.000,2022-07-14 14:31:31+01:00
165,2022-07-14T14:46:55+01:00,1B29857,4048,3,43,33,37,22,987,18,1,1,24,5eb930dde833d96c2857f411,038f8589165712010118,1657802815,2022-07-14 00:00:00.000,2022-07-14 14:46:55+01:00
150,2022-07-14T15:02:18+01:00,1B29857,4049,3,43,30,32,29,987,10,1,1,24,5eb930dde833d96c2857f411,038f82841d570a010118,1657803738,2022-07-14 00:00:00.000,2022-07-14 15:02:18+01:00
35,2022-07-14T15:17:41+01:00,1B29857,4050,3,41,29,30,30,987,14,1,1,24,5eb930dde833d96c2857f411,038d81821e570e010118,1657804661,2022-07-14 00:00:00.000,2022-07-14 15:17:41+01:00
111,2022-07-14T15:33:04+01:00,1B29857,4051,3,39,30,32,24,987,5,1,1,24,5eb930dde833d96c2857f411,038b8284185705010118,1657805584,2022-07-14 00:00:00.000,2022-07-14 15:33:04+01:00
116,2022-07-14T15:48:28+01:00,1B29857,4052,3,38,28,29,27,987,7,1,1,24,5eb930dde833d96c2857f411,038a80811b5707010118,1657806508,2022-07-14 00:00:00.000,2022-07-14 15:48:28+01:00
167,2022-07-14T16:03:50+01:00,1B29857,4053,3,37,29,30,28,987,5,1,1,24,5eb930dde833d96c2857f411,038981821c5705010118,1657807430,2022-07-14 00:00:00.000,2022-07-14 16:03:50+01:00
49,2022-07-14T16:19:14+01:00,1B29857,4054,3,38,30,32,24,987,15,1,1,24,5eb930dde833d96c2857f411,038a828418570f010118,1657808354,2022-07-14 00:00:00.000,2022-07-14 16:19:14+01:00
147,2022-07-14T16:34:38+01:00,1B29857,4055,3,39,31,34,21,987,4,1,1,24,5eb930dde833d96c2857f411,038b8386155704010118,1657809278,2022-07-14 00:00:00.000,2022-07-14 16:34:38+01:00
24,2022-07-14T16:50:02+01:00,1B29857,4056,3,39,28,29,29,987,5,1,1,24,5eb930dde833d96c2857f411,038b80811d5705010118,1657810202,2022-07-14 00:00:00.000,2022-07-14 16:50:02+01:00
21,2022-07-14T17:05:24+01:00,1B29857,4057,3,37,28,30,27,987,7,1,1,24,5eb930dde833d96c2857f411,038980821b5707010118,1657811124,2022-07-14 00:00:00.000,2022-07-14 17:05:24+01:00
99,2022-07-14T17:20:47+01:00,1B29857,4058,3,36,29,32,24,987,26,1,1,24,5eb930dde833d96c2857f411,0388818418571a010118,1657812047,2022-07-14 00:00:00.000,2022-07-14 17:20:47+01:00
31,2022-07-14T17:36:11+01:00,1B29857,4059,3,37,30,34,20,987,26,1,1,24,5eb930dde833d96c2857f411,0389828614571a010118,1657812971,2022-07-14 00:00:00.000,2022-07-14 17:36:11+01:00
179,2022-07-14T17:51:35+01:00,1B29857,4060,3,37,30,34,20,987,19,1,1,24,5eb930dde833d96c2857f411,03898286145713010118,1657813895,2022-07-14 00:00:00.000,2022-07-14 17:51:35+01:00
37,2022-07-14T18:06:59+01:00,1B29857,4061,3,37,30,34,19,987,5,1,1,24,5eb930dde833d96c2857f411,03898286135705010118,1657814819,2022-07-14 00:00:00.000,2022-07-14 18:06:59+01:00
138,2022-07-14T18:22:20+01:00,1B29857,4062,3,37,29,33,21,987,10,1,1,24,5eb930dde833d96c2857f411,0389818515570a010118,1657815740,2022-07-14 00:00:00.000,2022-07-14 18:22:20+01:00
158,2022-07-14T18:37:44+01:00,1B29857,4063,3,36,29,32,21,987,7,1,1,24,5eb930dde833d96c2857f411,03888184155707010118,1657816664,2022-07-14 00:00:00.000,2022-07-14 18:37:44+01:00
177,2022-07-14T18:53:07+01:00,1B29857,4064,3,35,28,32,22,987,11,1,1,24,5eb930dde833d96c2857f411,0387808416570b010118,1657817587,2022-07-14 00:00:00.000,2022-07-14 18:53:07+01:00
44,2022-07-14T19:08:30+01:00,1B29857,4065,3,33,28,31,23,987,4,1,1,24,5eb930dde833d96c2857f411,03858083175704010118,1657818510,2022-07-14 00:00:00.000,2022-07-14 19:08:30+01:00
121,2022-07-14T19:23:52+01:00,1B29857,4066,3,32,28,30,24,987,15,1,1,24,5eb930dde833d96c2857f411,0384808218570f010118,1657819432,2022-07-14 00:00:00.000,2022-07-14 19:23:52+01:00
62,2022-07-14T19:39:15+01:00,1B29857,4067,3,30,27,30,25,988,7,1,1,24,5eb930dde833d96c2857f411,03827f82195807010118,1657820355,2022-07-14 00:00:00.000,2022-07-14 19:39:15+01:00
52,2022-07-14T19:54:38+01:00,1B29857,4068,3,29,27,30,25,988,17,1,1,24,5eb930dde833d96c2857f411,03817f82195811010118,1657821278,2022-07-14 00:00:00.000,2022-07-14 19:54:38+01:00
30,2022-07-14T20:10:01+01:00,1B29857,4069,3,28,26,28,28,988,4,1,1,24,5eb930dde833d96c2857f411,03807e801c5804010118,1657822201,2022-07-14 00:00:00.000,2022-07-14 20:10:01+01:00
118,2022-07-14T20:25:23+01:00,1B29857,4070,3,28,25,27,30,988,8,1,1,24,5eb930dde833d96c2857f411,03807d7f1e5808010118,1657823123,2022-07-14 00:00:00.000,2022-07-14 20:25:23+01:00
110,2022-07-14T20:40:46+01:00,1B29857,4071,3,26,25,25,33,988,15,1,1,24,5eb930dde833d96c2857f411,037e7d7d21580f010118,1657824046,2022-07-14 00:00:00.000,2022-07-14 20:40:46+01:00
127,2022-07-14T20:56:07+01:00,1B29857,4072,3,25,24,25,35,989,9,1,1,24,5eb930dde833d96c2857f411,037d7c7d235909010118,1657824967,2022-07-14 00:00:00.000,2022-07-14 20:56:07+01:00
14,2022-07-14T21:11:30+01:00,1B29857,4073,3,24,23,23,38,989,6,1,1,24,5eb930dde833d96c2857f411,037c7b7b265906010118,1657825890,2022-07-14 00:00:00.000,2022-07-14 21:11:30+01:00
80,2022-07-14T21:26:52+01:00,1B29857,4074,3,23,22,21,42,989,21,1,1,24,5eb930dde833d96c2857f411,037b7a792a5915010118,1657826812,2022-07-14 00:00:00.000,2022-07-14 21:26:52+01:00
87,2022-07-14T21:42:15+01:00,1B29857,4075,3,22,21,21,43,989,16,1,1,24,5eb930dde833d96c2857f411,037a79792b5910010118,1657827735,2022-07-14 00:00:00.000,2022-07-14 21:42:15+01:00
86,2022-07-14T21:57:38+01:00,1B29857,4076,3,21,21,20,44,989,5,1,1,24,5eb930dde833d96c2857f411,037979782c5905010118,1657828658,2022-07-14 00:00:00.000,2022-07-14 21:57:38+01:00
